category,features
'Fast food restaurant' - Texas - Arby's,"Texas, 29.3563578, -98.5253087, Curbside pickup, Delivery, Drive-through, Wheelchair accessible entrance, Coffee, Kids' menu, Late-night food, Good for kids, Casual, Groups"
'Fast food restaurant' - North Carolina - McDonald's,"North Carolina, 35.293122, -78.5956992, Curbside pickup, Delivery, Drive-through, Wheelchair-accessible car park, Alcohol, Coffee, Kids' menu, Gender-neutral toilets, Casual, Groups"
'Mexican restaurant' - Tennessee - Las Adelitas Mexican Restaurant,"Tennessee, 36.133529, -86.724081, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Comfort food, Kids' menu, Quick bite, Good for kids, Casual, Groups"
'Mexican restaurant' - California - Mariscos Alas,"California, 33.8923135, -118.1599071, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Coffee, Gender-neutral restroom, Casual, Family-friendly"
'Mexican restaurant' - Texas - Combo Sea and Mexican Food,"Texas, 28.9565065, -95.9696347, Curbside pickup, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Groups"
'Mexican restaurant' - California - La Casa Del Clamato,"California, 37.5944417, -120.9693028, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Healthy options, Good for kids, Casual, Family-friendly"
'Mexican restaurant' - Arizona - Boca Taqueria - Eastmark,"Arizona, 33.3361091, -111.6029663, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair accessible entrance, Alcohol, Beer, Comfort food, Bar onsite, Casual, Family-friendly"
'Mexican restaurant' - California - Don Cuco Mexican Restaurant,"California, 34.1524169, -118.3424786, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair-accessible entrance, Alcohol, Beer, Cocktails, Bar on site, Casual, Groups"
'Mexican restaurant' - Louisiana - Secret Birria,"Louisiana, 29.917074, -90.116836, Outdoor seating, Curbside pickup, Takeout, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, Family-friendly"
'American restaurant' - California - Tina's Place,"California, 38.0057741, -122.2909299, Delivery, Takeaway, Dine-in, Wheelchair-accessible entrance, Alcohol, Beer, Cocktails, Good for kids, Casual, Groups"
'American restaurant' - Florida - Tony's Chicago Beef Co. Southside (aka Frosted Mug),"Florida, 27.0641562, -82.418295, Outdoor seating, Takeaway, Dine-in, Wheelchair-accessible entrance, Comfort food, Kids' menu, Quick bite, Good for kids, Casual, Groups"
'Fast food restaurant' - South Carolina - Chick-fil-A,"South Carolina, 33.648604899999995, -78.9765098, Curbside pickup, Delivery, Drive-through, Wheelchair-accessible car park, Coffee, Healthy options, Kids' menu, Good for kids, Casual, Groups"
'Fast food restaurant' - Texas - Jack in the Box,"Texas, 29.7615961, -94.964506, No-contact delivery, Delivery, Drive-through, Wheelchair accessible entrance, Coffee, Kids' menu, Late-night food, Good for kids, Casual, Family-friendly"
'Fast food restaurant' - Georgia - Chick-fil-A,"Georgia, 34.3567281, -84.0444117, Curbside pickup, Delivery, Drive-through, Wheelchair accessible entrance, Coffee, Healthy options, Kids' menu, Good for kids, Casual, Groups"
'Mexican restaurant' - North Carolina - On The Border Mexican Grill & Cantina,"North Carolina, 35.2606587, -81.13599649999999, Curbside pickup, Takeaway, Delivery, Wheelchair-accessible car park, Alcohol, Beer, Cocktails, Good for kids, Casual, Family friendly"
'Mexican restaurant' - Louisiana - Zapote Mexican Grill,"Louisiana, 30.961175, -92.195, Curbside pickup, Drive-through, Takeout, Wheelchair accessible entrance, Coffee, Comfort food, Healthy options, Good for kids, Casual, Groups"
'Mexican restaurant' - South Carolina - Juanita Greenberg's Nacho Royale,"South Carolina, 32.796502, -79.885503, Outdoor seating, Curbside pickup, Delivery, Wheelchair-accessible entrance, Alcohol, Beer, Cocktails, Bar on site, Casual, Groups"
'Mexican restaurant' - North Carolina - Mex Express Burrito,"North Carolina, 34.7400547, -76.8105995, Curbside pickup, Delivery, Takeout, Wheelchair accessible entrance, Alcohol, Beer, Comfort food, Bar onsite, Casual, Family-friendly"
'Mexican restaurant' - Florida - Carmelita's Mexican Restaurant,"Florida, 27.8949569, -82.74426559999999, Curbside pickup, Delivery, Takeout, Wheelchair accessible entrance, Alcohol, Coffee, Comfort food, Good for kids, Casual, Groups"
'Mexican restaurant' - California - La Gordita Mexican Food,"California, 33.5569138, -117.1850014, No-contact delivery, Delivery, Takeout, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, Groups"
'Mexican restaurant' - Arizona - Rosita's Fine Mexican Food,"Arizona, 33.42269, -111.9518012, No-contact delivery, Delivery, Takeaway, Wheelchair-accessible car park, Alcohol, Coffee, Comfort food, Good for kids, Casual, Groups"
'American restaurant' - Florida - Galuppi's,"Florida, 26.2457987, -80.1032376, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair-accessible car park, Alcohol, Beer, Cocktails, Bar on site, Casual, Family friendly"
'American restaurant' - South Carolina - The Willcox Restaurant,"South Carolina, 33.557074199999995, -81.7219413, Outdoor seating, Curbside pickup, Delivery, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Cozy, Groups"
'American restaurant' - Alabama - Struts of Jacksonville,"Alabama, 33.8187448, -85.7689893, Outdoor seating, Curbside pickup, Delivery, Wheelchair-accessible car park, Alcohol, Coffee, Comfort food, Good for kids, Casual, Groups"
'Fast food restaurant' - Georgia - Taco Bell,"Georgia, 34.5302978, -83.97805609999999, Curbside pickup, Delivery, Drive-through, Wheelchair-accessible entrance, Coffee, Late-night food, Quick bite, Gender-neutral toilets, Casual, Family friendly"
'Fast food restaurant' - Texas - Chick-fil-A,"Texas, 33.1277085, -96.7286043, Curbside pickup, Delivery, Drive-through, Wheelchair-accessible car park, Coffee, Healthy options, Kids' menu, Good for kids, Casual, Groups"
'Fast food restaurant' - Alabama - Arby's,"Alabama, 33.3548703, -86.8485773, No-contact delivery, Delivery, Drive-through, Wheelchair accessible entrance, Coffee, Kids' menu, Late-night food, Good for kids, Casual, Groups"
'Fast food restaurant' - Georgia - Checkers,"Georgia, 33.5058505, -82.5034685, Outdoor seating, Delivery, Drive-through, Wheelchair-accessible car park, Alcohol, Late-night food, Quick bite, Good for kids, Casual, Family friendly"
'Fast food restaurant' - North Carolina - Wendy's,"North Carolina, 35.5213445, -78.2929891, Curbside pickup, Delivery, Drive-through, Wheelchair accessible entrance, Coffee, Healthy options, Kids' menu, Good for kids, Casual, Family-friendly"
'Fast food restaurant' - Louisiana - Wendy's,"Louisiana, 32.4771595, -93.7804744, Curbside pickup, Delivery, Drive-through, Wheelchair accessible entrance, Coffee, Healthy options, Kids' menu, Good for kids, Casual, Family-friendly"
'Mexican restaurant' - Tennessee - El Mariachi Loco,"Tennessee, 36.0522593, -83.99182119999999, Curbside pickup, Delivery, Takeout, Wheelchair accessible elevator, Alcohol, Beer, Coffee, Good for kids, Casual, Family-friendly"
'Italian restaurant' - Arizona - Da Boyz Pizza & Pasta,"Arizona, 32.666951, -114.44561, Curbside pickup, No-contact delivery, Delivery, Wheelchair-accessible car park, Alcohol, Coffee, Comfort food, Good for kids, Casual, Groups"
'Mexican restaurant' - California - El Grullense Jal,"California, 37.4647577, -121.144235, Outdoor seating, Curbside pickup, Takeout, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Good for kids, Casual, Family-friendly"
'Mexican restaurant' - Tennessee - El Grullo Express,"Tennessee, 36.5919765, -87.4157647, Outdoor seating, Curbside pickup, Delivery, Wheelchair accessible parking lot, Comfort food, Kids' menu, Late-night food, Good for kids, Casual, Family-friendly"
'Mexican restaurant' - Florida - Rincon Tolteca Mexican restaurant corp,"Florida, 27.2870436, -82.5301824, Outdoor seating, Curbside pickup, Takeout, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Groups"
'Mexican restaurant' - California - Mi Lindo San Juan,"California, 36.5065137, -121.4434776, Takeout, Delivery, No, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, Groups"
'American restaurant' - Louisiana - BeauxJax Crafthouse,"Louisiana, 32.5160667, -93.7341374, Outdoor seating, Curbside pickup, Takeaway, Wheelchair-accessible car park, Alcohol, Beer, Cocktails, Bar on site, Casual, Family friendly"
'American restaurant' - South Carolina - Beyond the Bull,"South Carolina, 34.8027182, -82.9700924, Outdoor seating, Curbside pickup, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Healthy options, Restroom, Casual, Groups"
'American restaurant' - Arizona - Metropolis,"Arizona, 33.506539, -111.928296, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Groups"
'Mexican restaurant' - Arizona - Tocaya Modern Mexican,"Arizona, 33.5088918, -112.0275884, Outdoor seating, No-contact delivery, Delivery, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Mexican restaurant' - Texas - Tacos y Antojitos El Cazo,"Texas, 26.2494271, -98.3194753, Curbside pickup, No-contact delivery, Takeout, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, Groups"
'Mexican restaurant' - Texas - La Troquita FOOD TRUCK,"Texas, 31.7050102, -106.3184671, Curbside pickup, No-contact delivery, Delivery, No, Comfort food, Quick bite, Small plates, Good for kids, Casual, Groups"
'Mexican restaurant' - North Carolina - QDOBA Mexican Eats,"North Carolina, 35.1440183, -80.9325001, Curbside pickup, No-contact delivery, Delivery, Wheelchair accessible entrance, Comfort food, Healthy options, Kids' menu, Gender-neutral restroom, Casual, College students"
'Mexican restaurant' - Oklahoma - Casa Maria’s mexican restaurant,"Oklahoma, 36.1864875, -95.3395, Curbside pickup, No-contact delivery, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Family-friendly"
'Mexican restaurant' - Louisiana - Tacos The Guero,"Louisiana, 32.5430913, -92.6295194, Takeout, Delivery, No, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, Groups"
'Fast food restaurant' - Georgia - Dairy Queen Grill & Chill,"Georgia, 34.146911, -84.512399, Outdoor seating, Delivery, Drive-through, Wheelchair-accessible car park, Coffee, Kids' menu, Late-night food, Good for kids, Casual, Family friendly"
'Fast food restaurant' - Georgia - Wendy's,"Georgia, 33.4155224, -82.0246312, Curbside pickup, Delivery, Drive-through, Wheelchair-accessible car park, Coffee, Healthy options, Kids' menu, Good for kids, Casual, Family friendly"
'Mexican restaurant' - Louisiana - Pepito’s & Company Grill & Cantina,"Louisiana, 32.4706386, -93.7359717, Outdoor seating, Curbside pickup, Takeout, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Mexican restaurant' - Tennessee - Taqueria la herradura Food Truck,"Tennessee, 35.9243278, -84.0559226, Takeout, Delivery, Dine-in, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, Groups"
'American restaurant' - Louisiana - Mitch's Restaurant-Drive Thru,"Louisiana, 31.691132, -92.145102, Outdoor seating, Curbside pickup, Takeout, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Groups"
'American restaurant' - Florida - Lemon Cafe,"Florida, 26.3167362, -80.1130362, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair accessible entrance, Coffee, Comfort food, Healthy options, Good for kids, Casual, Family-friendly"
'Fast food restaurant' - Georgia - Arby's,"Georgia, 34.150792, -84.8251032, Drive-through, Takeaway, Delivery, Wheelchair-accessible car park, Healthy options, Kids' menu, Late-night food, Good for kids, Casual, Groups"
'Fast food restaurant' - Tennessee - Checkers,"Tennessee, 35.9780485, -83.6079012, Delivery, Drive-through, Takeaway, Wheelchair-accessible car park, Coffee, Kids' menu, Late-night food, Good for kids, Casual, Family friendly"
'Seafood restaurant' - Florida - Red Crab Juicy Seafood & Bar,"Florida, 26.4592827, -80.12088849999999, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Seafood restaurant' - Arizona - Baby Beluga,"Arizona, 32.186987, -111.0924126, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, Tourists"
'Seafood restaurant' - Florida - Cosse's Place,"Florida, 30.6294458, -87.0432131, Takeaway, Dine-in, Delivery, Wheelchair-accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Groups"
'Mexican restaurant' - Texas - Mi Rancho Mexican Grill & Bar - Spring,"Texas, 30.0755959, -95.5184011, Curbside pickup, Delivery, Takeout, Wheelchair accessible elevator, Coffee, Comfort food, Happy hour food, Good for kids, Casual, Groups"
'Mexican restaurant' - Arizona - Gorditas Lily,"Arizona, 33.6057907, -112.0363017, Takeout, Dine-in, Delivery, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, Family-friendly"
'Mexican restaurant' - Texas - La Fondita Del Sabor,"Texas, 29.319117, -98.476563, Curbside pickup, No-contact delivery, Drive-through, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Groups"
'Mexican restaurant' - Mississippi - Humble Taco,"Mississippi, 33.463421, -88.80675079999999, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, Groups"
'Mexican restaurant' - Arkansas - La Huerta Méxican Restaurant,"Arkansas, 35.093184, -92.438249, Outdoor seating, Curbside pickup, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Healthy options, Good for kids, Casual, College students"
'Mexican restaurant' - Tennessee - Moe's Southwest Grill,"Tennessee, 36.1624749, -86.5143719, Outdoor seating, Curbside pickup, Delivery, Wheelchair accessible entrance, Comfort food, Healthy options, Kids' menu, Good for kids, Casual, College students"
'American restaurant' - Alabama - Jell's 4 Ever BBQ,"Alabama, 34.7743117, -86.5857683, Curbside pickup, No-contact delivery, Delivery, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, College students"
'American restaurant' - Tennessee - Society American Nosherie,"Tennessee, 35.241104799999995, -87.3345188, Curbside pickup, No-contact delivery, Takeout, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'American restaurant' - Alabama - Frozen Rooster,"Alabama, 33.5488479, -86.59570049999999, Outdoor seating, No-contact delivery, Delivery, Wheelchair accessible entrance, Comfort food, Kids' menu, Quick bite, Good for kids, Casual, Family-friendly"
'Fast food restaurant' - Tennessee - Arby's,"Tennessee, 36.234034, -86.758963, Delivery, Drive-through, Takeout, Wheelchair accessible entrance, Alcohol, Kids' menu, Late-night food, Good for kids, Casual, Groups"
'Fast food restaurant' - Alabama - Taco Bell,"Alabama, 33.1803523, -86.6129109, Curbside pickup, Drive-through, Takeout, Wheelchair accessible entrance, Coffee, Kids' menu, Late-night food, Good for kids, Casual, Family-friendly"
'Fast food restaurant' - Tennessee - Krystal,"Tennessee, 35.1363623, -90.0155863, Delivery, Drive-through, Takeaway, Wheelchair-accessible car park, Coffee, Kids' menu, Late-night food, Good for kids, Casual, Family friendly"
'Fast food restaurant' - Georgia - Krystal,"Georgia, 33.4271021, -82.01756999999999, Delivery, Drive-through, Takeaway, Wheelchair-accessible car park, Coffee, Kids' menu, Late-night food, Good for kids, Casual, Family friendly"
